Cluster,InvoiceNo,StockCode
0,574321,33
0,574323,22
0,574326,25
0,574329,15
0,574331,15
0,574332,3
0,574333,2
0,574335,3
0,574338,14
0,574342,16
0,574343,26
0,574345,16
0,574346,10
0,574349,15
0,574351,32
0,574353,28
0,574354,16
0,574387,16
0,574393,17
0,574442,9
0,574444,40
0,574445,20
0,574474,43
0,574475,23
0,574476,55
0,574477,66
0,574478,33
0,574479,24
0,574480,20
0,574481,164
0,574482,2
0,574484,30
0,574491,19
0,574501,58
0,574502,25
0,574506,19
0,574509,42
0,574511,22
0,574523,9
0,574529,25
0,574530,36
0,574533,11
0,574535,8
0,574536,68
0,574537,7
0,574555,48
0,574557,8
0,574560,19
0,574573,39
0,574575,52
0,574586,6
0,574589,20
0,574590,22
0,574591,17
0,574592,8
0,574619,27
0,574624,35
0,574643,18
0,574653,13
0,574654,31
0,574655,24
0,574656,16
0,574657,68
0,574659,31
0,574660,86
0,574661,22
0,574662,25
0,574663,42
0,574664,11
0,574669,14
0,574670,61
0,574671,28
0,574672,66
0,574674,13
0,574675,52
0,574676,34
0,574677,63
0,574679,13
0,574681,20
0,574682,62
0,574683,90
0,574686,55
0,574689,2
0,574690,38
0,574691,26
0,574692,15
0,574693,30
0,574694,15
0,574695,14
0,574696,32
0,574697,7
0,574698,6
0,574699,21
0,574701,61
0,574702,13
0,574703,14
0,574704,47
0,574705,10
0,574706,15
0,574710,67
0,574711,4
0,574713,10
0,574714,143
0,574716,21
0,574717,8
0,574719,17
0,574720,71
0,574722,94
0,574723,5
0,574725,20
0,574726,65
0,574727,3
0,574728,20
0,574730,2
0,574731,2
0,574734,67
0,574735,6
0,574736,2
0,574737,27
0,574739,22
0,574741,104
0,574743,28
0,574744,15
0,574747,21
0,574749,33
0,574750,20
0,574751,2
0,574754,9
0,574826,74
0,574827,4
0,574831,15
0,574832,9
0,574833,5
0,574836,33
0,574837,28
0,574839,60
0,574842,7
0,574844,12
0,574852,38
0,574861,14
0,574862,22
0,574864,57
0,574867,11
0,574868,10
0,574869,15
0,574873,15
0,574877,17
0,574878,6
0,574879,3
0,574880,17
0,574881,9
0,574883,22
0,574887,14
0,574893,35
0,574895,9
0,574896,43
0,574898,56
0,574899,12
0,574901,28
0,574903,16
0,574907,31
0,574908,3
0,574909,36
0,574910,11
0,574911,13
0,574913,3
0,574914,47
0,574916,10
0,574921,19
0,574933,11
0,574934,17
0,574936,28
0,574937,6
0,574939,5
0,574940,11
0,574942,5
0,574943,9
0,574944,8
0,574945,15
0,574949,16
0,574951,28
0,574952,10
0,574956,28
0,574958,17
0,574959,57
0,574960,24
0,574963,18
0,574964,10
0,574965,63
0,574966,8
0,574994,15
0,575003,21
0,575007,40
0,575017,25
0,575034,42
0,575037,19
0,575040,33
0,575041,20
0,575045,6
0,575049,34
0,575051,42
0,575059,45
0,575061,2
0,575062,15
0,575069,11
0,575071,6
0,575073,96
0,575074,28
0,575075,25
0,575076,30
0,575077,10
0,575078,17
0,575080,5
0,575083,13
0,575085,14
0,575086,42
0,575087,76
0,575088,7
0,575089,24
0,575090,10
0,575091,38
0,575125,3
0,575128,33
0,575129,18
0,575131,7
0,575132,14
0,575135,8
0,575136,22
0,575139,17
0,575143,14
0,575145,12
0,575147,4
0,575148,23
0,575151,14
0,575152,54
0,575154,12
0,575164,26
0,575165,5
0,575166,7
0,575167,22
0,575170,4
0,575179,19
0,575183,21
0,575187,8
0,575188,15
0,575189,3
0,575191,5
0,575192,4
0,575194,15
0,575195,15
0,575197,3
0,575204,4
0,575209,4
0,575210,16
0,575212,18
0,575216,23
0,575217,8
0,575221,36
0,575222,36
0,575258,15
0,575297,8
0,575299,9
0,575300,11
0,575301,3
0,575302,5
0,575303,31
0,575305,10
0,575312,13
0,575317,4
0,575318,25
0,575319,4
0,575320,15
0,575323,25
0,575324,32
0,575325,41
0,575326,15
0,575329,22
0,575334,23
0,575336,37
0,575337,59
0,575342,15
0,575352,5
0,575356,2
0,575360,6
0,575366,29
0,575367,35
0,575368,53
0,575369,22
0,575370,5
0,575371,11
0,575383,14
0,575387,5
0,575391,6
0,575392,15
0,575410,17
0,575475,19
0,575480,8
0,575481,84
0,575482,39
0,575483,11
0,575484,26
0,575485,11
0,575487,30
0,575490,35
0,575492,6
0,575493,15
0,575494,3
0,575499,17
0,575500,28
0,575501,12
0,575509,8
0,575514,23
0,575520,14
0,575563,14
0,575576,28
0,575581,4
0,575583,79
0,575586,9
0,575587,47
0,575589,27
0,575591,10
0,575593,12
0,575595,6
0,575602,146
0,575603,24
0,575605,15
0,575610,30
0,575611,11
0,575618,7
0,575619,5
0,575620,13
0,575621,17
0,575622,24
0,575623,20
0,575624,12
0,575627,21
0,575628,24
0,575629,13
0,575631,42
0,575633,6
0,575634,18
0,575639,10
0,575640,32
0,575642,14
0,575654,13
0,575655,18
0,575660,9
0,575661,41
0,575671,19
0,575673,11
0,575676,8
0,575678,29
0,575680,41
0,575681,56
0,575682,15
0,575686,13
0,575688,11
0,575689,8
0,575692,51
0,575693,12
0,575695,11
0,575697,6
0,575698,28
0,575700,16
0,575701,28
0,575702,5
0,575706,49
0,575707,21
0,575708,6
0,575710,19
0,575712,3
0,575713,14
0,575718,31
0,575723,14
0,575724,6
0,575726,85
0,575727,3
0,575729,26
0,575730,31
0,575733,13
0,575734,12
0,575736,11
0,575737,6
0,575738,12
0,575740,31
0,575741,6
0,575742,16
0,575743,7
0,575744,12
0,575747,24
0,575750,8
0,575754,17
0,575755,22
0,575757,22
0,575760,80
0,575764,2
0,575766,30
0,575767,57
0,575787,29
0,575828,15
0,575838,21
0,575840,65
0,575842,28
0,575843,33
0,575845,13
0,575846,80
0,575847,8
0,575848,54
0,575849,13
0,575850,5
0,575851,70
0,575853,7
0,575856,77
0,575866,5
0,575867,100
0,575868,52
0,575870,19
0,575874,10
0,575876,2
0,575877,13
0,575880,35
0,575884,21
0,575885,17
0,575886,71
0,575889,17
0,575890,7
0,575891,12
0,575892,19
0,575893,16
0,575895,83
0,575897,7
0,575898,26
0,575902,37
0,575903,18
0,575904,29
0,575905,33
0,575908,21
0,575911,17
0,575914,20
0,575917,35
0,575918,55
0,575922,14
0,575923,31
0,575924,8
0,575929,20
0,575931,36
0,575936,23
0,575937,18
0,575941,25
0,575942,23
0,575944,28
0,575945,2
0,575948,4
0,575949,7
0,575950,21
0,575951,9
0,575952,58
0,575954,41
0,575955,24
0,575956,19
0,575957,30
0,575958,7
0,575959,89
0,575960,35
0,575961,13
0,575964,51
0,575965,28
0,575966,4
0,575968,5
0,575969,28
0,575970,20
0,575971,9
0,575972,104
0,575975,40
0,575977,21
0,575979,11
0,575981,22
0,575983,39
0,575989,60
0,576014,45
0,576025,21
0,576045,30
0,576052,70
0,576053,81
0,576054,50
0,576055,20
0,576056,13
0,576057,42
0,576058,9
0,576059,43
0,576060,14
0,576061,17
0,576062,104
0,576064,17
0,576066,58
0,576067,15
0,576068,15
0,576069,27
0,576070,70
0,576071,84
0,576073,23
0,576074,11
0,576075,92
0,576076,126
0,576077,25
0,576078,96
0,576079,24
0,576080,3
0,576081,24
0,576085,11
0,576086,8
0,576087,37
0,576089,13
0,576092,16
0,576093,25
0,576094,10
0,576095,22
0,576096,4
0,576097,7
0,576098,27
0,576099,27
0,576112,20
0,576121,27
0,576148,9
0,576176,56
0,576181,40
0,576182,9
0,576187,19
0,576188,5
0,576189,82
0,576196,10
0,576198,9
0,576200,31
0,576212,70
0,576213,71
0,576214,16
0,576215,13
0,576217,40
0,576222,18
0,576224,7
0,576228,65
0,576236,74
0,576245,22
0,576246,61
0,576251,19
0,576252,44
0,576255,88
0,576256,19
0,576259,18
0,576274,52
0,576300,56
0,576303,51
0,576317,9
0,576318,15
0,576321,54
0,576322,11
0,576326,83
0,576327,9
0,576328,16
0,576345,32
0,576346,6
0,576349,7
0,576351,19
0,576352,5
0,576353,20
0,576356,7
0,576357,18
0,576362,25
0,576364,86
0,576370,15
0,576373,8
0,576376,11
0,576377,3
0,576378,15
0,576379,18
0,576380,8
0,576382,2
0,576383,13
0,576384,8
0,576387,8
0,576388,20
0,576392,6
0,576396,8
0,576398,9
0,576399,29
0,576400,17
0,576403,6
0,576405,25
0,576406,21
0,576412,16
0,576447,18
0,576463,112
0,576503,17
0,576508,62
0,576510,5
0,576511,12
0,576513,22
0,576514,7
0,576518,26
0,576519,7
0,576520,29
0,576538,47
0,576539,2
0,576540,22
0,576543,15
0,576553,13
0,576554,19
0,576555,13
0,576556,18
0,576557,10
0,576558,5
0,576559,41
0,576560,60
0,576563,21
0,576568,14
0,576571,7
0,576573,8
0,576575,19
0,576577,5
0,576587,21
0,576589,26
0,576592,92
0,576593,128
0,576598,10
0,576600,41
0,576601,6
0,576604,19
0,576606,5
0,576609,31
0,576610,4
0,576611,43
0,576614,57
0,576615,79
0,576616,6
0,576624,15
0,576625,7
0,576626,79
0,576627,8
0,576628,19
0,576630,10
0,576633,8
0,576634,3
0,576635,2
0,576636,2
0,576637,5
0,576638,13
0,576639,15
0,576640,2
0,576641,4
0,576642,9
0,576645,39
0,576649,16
0,576652,19
0,576654,28
0,576655,24
0,576656,2
0,576660,8
0,576663,7
0,576667,22
0,576668,2
0,576671,4
0,576676,10
0,576686,87
0,576687,48
0,576688,91
0,576689,38
0,576690,47
0,576692,12
0,576694,16
0,576695,59
0,576696,79
0,576734,11
0,576769,7
0,576770,11
0,576771,50
0,576774,13
0,576778,41
0,576779,124
0,576780,19
0,576781,11
0,576783,21
0,576784,50
0,576786,6
0,576791,2
0,576792,11
0,576809,14
0,576824,6
0,576826,2
0,576830,41
0,576833,17
0,576836,14
0,576838,20
0,576841,26
0,576845,9
0,576846,27
0,576848,34
0,576849,3
0,576851,47
0,576852,37
0,576854,3
0,576859,15
0,576862,12
0,576863,12
0,576867,16
0,576869,4
0,576872,14
0,576873,19
0,576874,10
0,576876,40
0,576878,5
0,576879,22
0,576881,14
0,576888,12
0,576890,22
0,576891,6
0,576892,4
0,576893,11
0,576897,11
0,576900,9
0,576901,10
0,576904,8
0,576905,17
0,576907,8
0,576911,56
0,576914,6
0,576915,3
0,576916,12
0,576924,23
0,576926,14
0,576928,6
0,576929,7
0,576930,8
0,576931,21
0,576932,55
0,576933,75
0,576941,18
0,576948,23
0,576971,16
0,576984,10
0,576995,7
0,577000,3
0,577008,29
0,577010,72
0,577016,40
0,577019,6
0,577020,16
0,577023,19
0,577024,42
0,577026,12
0,577027,6
0,577028,7
0,577029,49
0,577031,15
0,577032,4
0,577033,55
0,577036,12
0,577047,4
0,577048,4
0,577049,41
0,577051,61
0,577052,48
0,577056,21
0,577058,106
0,577059,12
0,577062,11
0,577063,7
0,577065,8
0,577067,3
0,577069,4
0,577072,4
0,577074,17
0,577076,37
0,577077,65
0,577079,3
0,577080,13
0,577082,28
0,577083,5
0,577085,10
0,577086,14
0,577087,2
0,577088,2
0,577090,15
0,577091,7
0,577092,23
0,577094,29
0,577099,14
0,577101,8
0,577103,6
0,577104,11
0,577105,9
0,577106,119
0,577108,32
0,577109,20
0,577110,7
0,577125,3
0,577127,17
0,577128,31
0,577129,2
0,577133,4
0,577134,2
0,577135,5
0,577136,2
0,577139,3
0,577143,9
0,577146,4
0,577156,34
0,577158,20
0,577160,19
0,577161,15
0,577162,4
0,577165,10
0,577167,62
0,577169,7
0,577170,7
0,577171,46
0,577172,16
0,577176,14
0,577178,10
0,577179,2
0,577180,16
0,577209,3
0,577217,30
0,577218,10
0,577228,93
0,577230,44
0,577252,66
0,577256,14
0,577296,44
0,577297,87
0,577298,18
0,577299,7
0,577300,33
0,577301,2
0,577302,34
0,577303,40
0,577308,17
0,577309,27
0,577310,6
0,577312,37
0,577313,5
0,577317,45
0,577319,59
0,577324,22
0,577325,2
0,577329,16
0,577333,17
0,577334,4
0,577335,5
0,577336,14
0,577337,35
0,577338,8
0,577341,44
0,577347,8
0,577352,6
0,577356,4
0,577359,60
0,577365,16
0,577396,11
0,577400,31
0,577405,8
0,577406,11
0,577407,10
0,577408,9
0,577410,33
0,577411,58
0,577429,17
0,577440,3
0,577469,66
0,577472,36
0,577473,83
0,577474,7
0,577477,9
0,577478,10
0,577480,64
0,577482,29
0,577483,83
0,577484,23
0,577485,143
0,577490,55
0,577491,6
0,577492,8
0,577493,47
0,577495,62
0,577496,3
0,577497,56
0,577498,17
0,577499,9
0,577500,56
0,577501,17
0,577502,26
0,577503,36
0,577504,190
0,577505,29
0,577506,85
0,577507,55
0,577508,33
0,577511,45
0,577512,13
0,577514,11
0,577515,6
0,577516,33
0,577517,51
0,577518,8
0,577520,34
0,577521,24
0,577522,26
0,577524,51
0,577525,7
0,577526,30
0,577527,22
0,577528,9
0,577530,19
0,577532,32
0,577533,23
0,577534,5
0,577535,78
0,577536,49
0,577537,11
0,577538,7
0,577539,24
0,577540,23
0,577541,21
0,577542,25
0,577543,20
0,577544,71
0,577548,6
0,577550,20
0,577551,14
0,577554,39
0,577555,2
0,577556,3
0,577557,90
0,577572,12
0,577594,23
0,577595,41
0,577597,18
0,577598,20
0,577600,14
0,577602,16
0,577603,12
0,577604,3
0,577606,21
0,577610,18
0,577615,35
0,577616,14
0,577617,6
0,577618,13
0,577646,11
0,577669,7
0,577680,7
0,577689,20
0,577690,42
0,577691,20
0,577695,51
0,577696,58
0,577698,34
0,577699,19
0,577700,46
0,577701,24
0,577711,39
0,577716,14
0,577721,11
0,577724,4
0,577727,5
0,577729,34
0,577730,18
0,577733,19
0,577734,4
0,577735,11
0,577738,3
0,577739,3
0,577740,54
0,577742,70
0,577743,17
0,577746,25
0,577749,41
0,577751,39
0,577755,11
0,577756,21
0,577757,8
0,577769,22
0,577770,15
0,577773,87
0,577774,55
0,577778,58
0,577782,77
0,577784,8
0,577785,53
0,577790,10
0,577791,63
0,577792,2
0,577794,57
0,577795,24
0,577796,11
0,577801,9
0,577804,33
0,577806,5
0,577807,18
0,577808,3
0,577809,13
0,577811,14
0,577812,16
0,577813,26
0,577814,9
0,577818,10
0,577823,2
0,577824,11
0,577825,10
0,577826,13
0,577831,19
0,577834,28
0,577837,5
0,577838,14
0,577840,2
0,577841,6
0,577853,10
0,577854,5
0,577855,106
0,577856,12
0,577857,6
0,577858,2
0,577860,11
0,577861,21
0,577869,36
0,577880,12
0,577893,35
0,577905,5
0,577919,15
0,577938,35
0,577950,10
0,577980,22
0,577985,9
0,578004,11
0,578005,11
0,578006,20
0,578008,33
0,578009,19
0,578011,20
0,578013,32
0,578016,68
0,578017,55
0,578019,36
0,578020,31
0,578022,62
0,578026,33
0,578027,37
0,578028,17
0,578029,24
0,578031,18
0,578032,40
0,578036,77
0,578038,9
0,578040,25
0,578041,162
0,578045,49
0,578055,13
0,578056,12
0,578057,27
0,578058,8
0,578059,8
0,578063,14
0,578072,72
0,578074,122
0,578078,11
0,578080,15
0,578082,13
0,578084,20
0,578086,16
0,578087,13
0,578088,103
0,578089,5
0,578091,4
0,578092,18
0,578094,23
0,578096,2
0,578098,26
0,578099,20
0,578100,18
0,578103,9
0,578107,7
0,578108,13
0,578109,21
0,578111,5
0,578114,12
0,578115,8
0,578117,14
0,578118,29
0,578119,4
0,578120,21
0,578121,21
0,578128,8
0,578129,9
0,578130,4
0,578133,10
0,578151,19
0,578171,16
0,578187,31
0,578225,48
0,578229,21
0,578234,17
0,578243,33
0,578246,6
0,578247,17
0,578248,38
0,578250,46
0,578251,77
0,578252,5
0,578253,4
0,578255,97
0,578260,17
0,578261,10
0,578263,16
0,578271,4
0,578272,13
0,578273,20
0,578275,33
0,578277,25
0,578281,15
0,578284,5
0,578287,3
0,578290,37
0,578291,2
0,578294,5
0,578296,2
0,578298,16
0,578299,10
0,578301,14
0,578302,38
0,578304,5
0,578306,11
0,578307,51
0,578309,14
0,578310,21
0,578312,8
0,578314,7
0,578315,19
0,578317,38
0,578318,9
0,578319,4
0,578322,10
0,578323,23
0,578324,26
0,578325,25
0,578326,18
0,578330,2
0,578334,6
0,578335,26
0,578339,8
0,578341,2
0,578343,3
0,578345,3
0,578346,3
0,578348,10
0,578349,25
0,578350,14
0,578351,2
0,578352,6
0,578353,7
0,578357,18
0,578361,8
0,578362,22
0,578364,12
0,578366,19
0,578369,20
0,578372,2
0,578373,21
0,578375,5
0,578384,5
0,578427,8
0,578429,54
0,578433,9
0,578459,8
0,578463,15
0,578468,18
0,578470,13
0,578472,58
0,578479,36
0,578488,56
0,578506,54
0,578508,39
0,578514,2
0,578515,39
0,578516,36
0,578519,80
0,578520,23
0,578521,41
0,578522,54
0,578526,13
0,578530,10
0,578531,65
0,578532,18
0,578533,21
0,578534,32
0,578535,3
0,578544,16
0,578548,49
0,578551,60
0,578620,54
0,578621,6
0,578623,7
0,578631,8
0,578633,22
0,578634,7
0,578653,24
0,578661,13
0,578662,23
0,578663,6
0,578664,46
0,578665,11
0,578672,3
0,578676,26
0,578677,25
0,578679,10
0,578681,14
0,578682,20
0,578683,5
0,578684,2
0,578687,22
0,578688,38
0,578689,4
0,578690,9
0,578697,22
0,578698,34
0,578701,25
0,578703,45
0,578705,17
0,578707,67
0,578708,2
0,578719,38
0,578781,107
0,578785,4
0,578786,21
0,578787,12
0,578790,36
0,578794,17
0,578802,4
0,578804,8
0,578805,20
0,578806,22
0,578807,6
0,578808,50
0,578809,30
0,578812,21
0,578813,3
0,578815,19
0,578816,5
0,578820,4
0,578822,13
0,578824,58
0,578825,10
0,578826,17
0,578829,17
0,578830,9
0,578831,2
0,578843,33
0,578848,2
0,578849,17
0,578850,31
0,578851,21
0,578853,11
0,578854,13
0,578855,9
0,578856,40
0,578857,2
0,578901,50
0,578914,15
0,578921,128
0,578922,32
0,578924,18
0,578925,39
0,578926,72
0,578927,47
0,578928,73
0,578929,20
0,578931,52
0,578934,33
0,578935,64
0,578941,61
0,578942,107
0,578943,28
0,578944,72
0,578945,19
0,578946,46
0,578947,50
0,578948,9
0,578949,77
0,578950,53
0,578952,14
0,578953,38
0,578954,47
0,578977,57
0,578992,19
0,578993,51
0,578995,99
0,578996,24
0,578997,16
0,578998,73
0,578999,49
0,579000,3
0,579002,100
0,579003,10
0,579005,3
0,579007,2
0,579008,4
0,579010,4
0,579012,26
0,579014,8
0,579016,7
0,579017,3
0,579027,9
0,579039,9
0,579062,16
0,579067,8
0,579087,17
0,579091,51
0,579095,10
0,579096,11
0,579097,11
0,579099,29
0,579101,24
0,579121,4
0,579124,84
0,579125,28
0,579129,8
0,579132,47
0,579133,16
0,579134,22
0,579135,47
0,579136,13
0,579138,15
0,579141,70
0,579142,36
0,579143,15
0,579145,44
0,579146,34
0,579148,8
0,579149,20
0,579152,30
0,579153,12
0,579154,32
0,579155,27
0,579156,13
0,579157,15
0,579158,13
0,579159,9
0,579160,4
0,579161,78
0,579165,13
0,579166,16
0,579168,43
0,579171,35
0,579173,15
0,579174,15
0,579176,12
0,579179,7
0,579183,4
0,579185,2
0,579190,8
0,579193,8
0,579250,13
0,579254,19
0,579255,14
0,579256,15
0,579257,3
0,579258,20
0,579260,8
0,579261,19
0,579268,19
0,579269,7
0,579270,14
0,579273,17
0,579274,20
0,579276,4
0,579278,6
0,579279,9
0,579280,6
0,579281,5
0,579282,7
0,579283,48
0,579286,45
0,579287,9
0,579288,5
0,579293,46
0,579307,14
0,579328,10
0,579332,8
0,579345,22
0,579350,17
0,579358,11
0,579364,5
0,579387,30
0,579391,13
0,579393,28
0,579399,105
0,579401,21
0,579403,9
0,579404,12
0,579405,2
0,579406,7
0,579407,7
0,579408,92
0,579411,23
0,579414,49
0,579427,21
0,579433,18
0,579434,16
0,579437,2
0,579439,7
0,579440,23
0,579441,4
0,579443,14
0,579444,20
0,579445,3
0,579447,28
0,579449,2
0,579455,19
0,579456,71
0,579457,7
0,579458,98
0,579459,4
0,579462,10
0,579464,10
0,579465,34
0,579467,15
0,579468,33
0,579470,193
0,579472,118
0,579473,24
0,579489,10
0,579491,59
0,579492,13
0,579497,31
0,579499,29
0,579503,31
0,579506,11
0,579507,16
0,579509,9
0,579510,27
0,579514,12
0,579522,15
0,579524,17
0,579526,3
0,579527,18
0,579528,3
0,579529,26
0,579530,19
0,579533,17
0,579535,18
0,579536,60
0,579540,22
0,579541,45
0,579542,4
0,579543,2
0,579544,15
0,579548,10
0,579549,12
0,579550,28
0,579556,21
0,579558,30
0,579561,24
0,579571,30
0,579572,14
0,579600,18
0,579605,27
0,579623,16
0,579629,27
0,579634,11
0,579666,22
0,579667,17
0,579669,12
0,579670,7
0,579671,10
0,579672,30
0,579674,10
0,579675,12
0,579676,12
0,579677,7
0,579678,6
0,579679,14
0,579684,3
0,579685,15
0,579687,2
0,579690,42
0,579693,11
0,579711,63
0,579712,13
0,579741,68
0,579747,11
0,579750,28
0,579754,39
0,579779,4
0,579786,3
0,579789,5
0,579832,20
0,579834,7
0,579840,10
0,579848,10
0,579854,16
0,579865,8
0,579867,33
0,579868,22
0,579899,12
0,579900,19
0,579927,23
0,579937,5
0,579939,4
0,579941,24
0,579942,21
0,579943,22
0,579946,34
0,579962,6
0,579990,12
0,579991,23
0,580005,18
0,580021,11
0,580022,5
0,580023,6
0,580024,26
0,580025,49
0,580027,67
0,580028,11
0,580029,6
0,580030,18
0,580032,23
0,580044,21
0,580046,10
0,580050,25
0,580051,12
0,580053,9
0,580054,80
0,580057,8
0,580060,5
0,580062,47
0,580064,23
0,580065,8
0,580066,18
0,580067,3
0,580069,8
0,580070,8
0,580071,16
0,580073,18
0,580074,5
0,580075,16
0,580076,5
0,580077,20
0,580088,7
0,580089,18
0,580090,5
0,580091,10
0,580094,30
0,580097,13
0,580098,13
0,580100,5
0,580102,5
0,580103,42
0,580106,15
0,580107,20
0,580108,9
0,580109,6
0,580110,4
0,580111,12
0,580113,21
0,580114,14
0,580117,10
0,580120,9
0,580123,3
0,580126,21
0,580137,81
0,580139,5
0,580143,10
0,580144,5
0,580147,12
0,580152,26
0,580155,6
0,580156,18
0,580157,7
0,580158,11
0,580159,2
0,580162,49
0,580163,13
0,580164,23
0,580166,5
0,580167,17
0,580173,5
0,580176,6
0,580193,24
0,580213,7
0,580259,7
0,580261,3
0,580262,19
0,580265,3
0,580276,51
0,580277,5
0,580278,32
0,580281,4
0,580282,13
0,580285,3
0,580287,21
0,580290,32
0,580291,41
0,580293,20
0,580294,21
0,580296,48
0,580298,31
0,580299,15
0,580304,47
0,580305,106
0,580306,22
0,580307,15
0,580308,15
0,580309,13
0,580311,55
0,580322,11
0,580351,5
0,580355,7
0,580360,27
0,580362,13
0,580364,16
0,580370,3
0,580372,10
0,580373,15
0,580374,19
0,580389,18
0,580393,20
0,580395,18
0,580396,51
0,580397,36
0,580398,3
0,580399,133
0,580400,15
0,580401,12
0,580402,37
0,580403,43
0,580404,18
0,580405,15
0,580419,17
0,580431,5
0,580432,15
0,580434,21
0,580436,3
0,580438,5
0,580441,13
0,580469,89
0,580490,10
0,580500,60
0,580501,71
0,580503,20
0,580504,72
0,580509,20
0,580512,18
0,580513,117
0,580514,26
0,580515,12
0,580516,61
0,580517,15
0,580518,14
0,580520,120
0,580523,61
0,580524,11
0,580525,4
0,580526,31
0,580527,114
0,580529,15
0,580530,5
0,580534,7
0,580535,7
0,580536,25
0,580538,8
0,580539,22
0,580540,18
0,580544,25
0,580545,13
0,580550,30
0,580552,10
0,580553,21
0,580554,2
0,580556,2
0,580558,5
0,580559,9
0,580596,15
0,580598,9
0,580599,22
0,580602,7
0,580603,19
0,580608,10
0,580613,50
0,580614,2
0,580619,29
0,580622,10
0,580630,13
0,580631,6
0,580632,141
0,580633,33
0,580635,82
0,580637,43
0,580638,6
0,580639,57
0,580640,90
0,580642,2
0,580643,17
0,580647,72
0,580648,12
0,580651,6
0,580654,33
0,580655,4
0,580656,8
0,580657,20
0,580658,5
0,580661,17
0,580664,25
0,580667,32
0,580668,4
0,580670,9
0,580676,20
0,580677,114
0,580678,46
0,580681,4
0,580682,16
0,580684,9
0,580685,16
0,580687,17
0,580688,12
0,580689,20
0,580690,7
0,580691,45
0,580692,20
0,580693,11
0,580694,18
0,580697,42
0,580700,7
0,580712,15
0,580713,5
0,580716,10
0,580717,6
0,580719,6
0,580720,67
0,580721,22
0,580725,20
0,580728,8
0,580731,49
0,580733,12
0,580736,23
0,580737,26
0,580738,6
0,580746,8
0,580752,35
0,580755,2
0,580756,4
0,580760,8
0,580771,41
0,580772,3
0,580774,5
0,580777,11
0,580778,7
0,580816,36
0,580819,33
0,580820,2
0,580822,22
0,580830,6
0,580831,61
0,580848,32
0,580852,11
0,580865,75
0,580875,49
0,580876,64
0,580877,33
0,580878,11
0,580881,4
0,580883,14
0,580884,116
0,580887,25
0,580889,9
0,580891,14
0,580893,45
0,580901,17
0,580905,6
0,580906,4
0,580907,34
0,580908,55
0,580911,21
0,580914,35
0,580915,9
0,580916,9
0,580937,23
0,580939,21
0,580955,11
0,580958,48
0,580959,15
0,580960,33
0,580961,4
0,580962,4
0,580963,13
0,580964,17
0,580965,19
0,580967,6
0,580969,7
0,580973,12
0,580974,21
0,580977,5
0,580979,29
0,580981,30
0,580982,59
0,580984,5
0,580986,19
0,580988,10
0,580993,4
0,580996,24
0,580998,21
0,580999,45
0,581002,14
0,581004,7
0,581005,5
0,581007,2
0,581010,15
0,581015,43
0,581016,10
0,581017,8
0,581018,7
0,581019,13
0,581022,7
0,581027,22
0,581034,20
0,581057,15
0,581058,4
0,581064,14
0,581068,5
0,581074,17
0,581096,10
0,581099,12
0,581101,19
0,581108,9
0,581112,14
0,581116,18
0,581118,13
0,581119,3
0,581120,9
0,581123,19
0,581125,68
0,581126,23
0,581130,8
0,581132,16
0,581133,47
0,581134,43
0,581137,15
0,581138,4
0,581140,4
0,581141,20
0,581142,39
0,581147,41
0,581149,73
0,581150,8
0,581163,7
0,581164,57
0,581165,29
0,581166,70
0,581171,19
0,581173,47
0,581174,16
0,581177,2
0,581180,11
0,581182,16
0,581191,58
0,581192,29
0,581193,53
0,581194,18
0,581196,18
0,581214,10
0,581220,27
0,581221,6
0,581222,3
0,581223,7
0,581224,10
0,581230,34
0,581232,6
0,581233,12
0,581237,51
0,581241,18
0,581246,30
0,581251,11
0,581252,8
0,581253,18
0,581285,12
0,581310,71
0,581325,18
0,581335,12
0,581352,43
0,581356,7
0,581357,15
0,581358,5
0,581361,6
0,581376,54
0,581377,14
0,581378,23
0,581379,12
0,581381,24
0,581382,20
0,581383,18
0,581385,2
0,581395,20
0,581397,7
0,581399,14
0,581401,26
0,581402,36
0,581403,21
0,581405,179
0,581411,6
0,581413,15
0,581414,64
0,581416,12
0,581418,13
0,581420,35
0,581421,12
0,581423,6
0,581424,9
0,581427,12
0,581428,2
0,581429,9
0,581430,4
0,581436,15
0,581437,16
0,581438,12
0,581442,9
0,581443,14
0,581445,14
0,581448,9
0,581450,29
0,581451,25
0,581453,19
0,581454,10
0,581456,38
0,581461,4
0,581467,49
0,581472,17
0,581477,10
0,581478,18
0,581480,9
0,581481,16
0,581482,6
0,581486,16
0,581489,2
0,581493,16
0,581494,17
0,581500,3
0,581501,24
0,581502,20
0,581514,23
0,581538,68
0,581570,12
0,581574,12
0,581587,15
0,C537039,3
0,C537383,2
0,C541961,2
0,C543239,2
0,C543375,2
0,C544038,2
0,C544830,2
0,C547838,2
0,C548374,2
0,C550442,2
0,C554983,2
0,C556493,3
0,C557842,2
0,C558463,3
0,C563553,2
0,C565428,2
0,C566007,2
0,C566205,2
0,C568694,2
0,C569128,2
0,C569967,2
0,C570658,2
0,C571285,3
0,C573010,2
0,C575980,3
0,C576243,2
0,C577513,2
0,C579192,8
1,536390,24
1,536477,14
1,536531,22
1,536532,73
1,536560,13
1,536617,11
1,536638,63
1,536830,2
1,536839,16
1,536849,3
1,536851,15
1,536856,39
1,536938,14
1,536944,5
1,537034,73
